supplier code,BI number,Raw material description SAP,Supplier/Other material name,supplier name
1408260,305676,SITREN AIRVOID 307 1000KG 31HA1,SITREN AIRVOID 307 1000KG 31HA1,Evonik Industries AG
1408260,305676,SITREN AIRVOID 307 1000KG 31HA1,SITREN AIRVOID 307 1000KG 31HA1,Evonik Industries AG
1408260,823280,Silicone polyether with hydrophobic solids ,TEGO ANTIFOAM MR 2132. 200KG 1H1,Evonik Industries AG
1408260,823280,Silicone polyether with hydrophobic solids ,TEGO ANTIFOAM MR 2132. 25KG 3H1,Evonik Industries AG
1408260,915769,Carbomer 141 ,TEGO CARBOMER 141 20KG 4G,Evonik Industries AG
1408393,17569,Calcium stearate ,CALCIUM STEARATE S /FACI 20KG 5M1,"ZAO ""Eurohim-1"""
1408393,299819,MELFLUX PP 100 F ,MELFLUX PP 100 F 15kg 5M1,"ZAO ""Eurohim-1"""
1408393,447952,VINAPOR DF 9010 F ,VINAPOR DF 9010 F 25KG 5M1,"ZAO ""Eurohim-1"""
1408414,275188,"Sand (1,0-3,0) (NAM;BI)","SAND (1,0-3,0)",AO Prombeton
1408603,349119,"sand (2,0-5,0mm) (NAM;BI)","sand (2,0-5,0) 1000KG 13H1","OOO ""Stroyservisindustriya"""
1408603,349119,"sand (2,0-5,0) 1000KG 13H1","sand (2,0-5,0) 1000KG 13H1",OOO Stroyservisindustri
141188,81609,Acticide MBS ,BIOCIDE 2.5% MIT 2.5% BIT,Troy Chemical Company B.V.
141188,99730,ANTI FOAM TROYKID D120,ANTI FOAM TROYKID D120,Troy Chemical Company B.
141188,99730,TROYKYD D120 ,ANTI FOAM TROYKID D120,Troy Chemical Company B.V.
141188,237943,MERGAL V698 K4 ,MERGAL V698 K4 1000kg 31H1,Troy Chemical Company B.V.
141188,325578,NUOSEPT OB 03 1000KG 31HA1,NUOSEPT OB 03 1000KG 31H1,Troy Chemical Company B.
141188,325578,NUOSEPT OB 03 ,NUOSEPT OB 03 1000KG 31HA1,Troy Chemical Company B.V.
141188,492031,FUNGITROL PA 10 ,FUNGITROL PA 10 30KG DRUM,Troy Chemical Company B.V.
141188,533965,Nuosept 515N ,NUOSEPT 515N,Troy Chemical Company B.V.
1415791,307578,Bathgate Coarse,Bathgate Coarse,Bathgate Silica Sand Lim
1415791,307578,silica sand ,Bathgate Coarse,Bathgate Silica Sand Limited
1415798,339619,"Cement, portland, chemicals ",White Portland Cement 25KG 5M2,Castle Cement Limited
1415798,339619,"Cement, portland, chemicals ",WHITE PORTLAND CEMENT,Castle Cement Limited
1415798,339619,WHITE PORTLAND CEMENT,WHITE PORTLAND CEMENT,Castle Cement Limited
1415798,339668,Ordinary Portland Cement ,"High Strength 52,5 (RHPC) 25kg 5M1",Castle Cement Limited
1415798,339668,"High Strength 52,5 (RHPC) 25kg 5M1","High Strength 52,5 (RHPC) 25kg 5M1",Castle Cement Limited
1415890,339648,FIBRE FPE 930T 10KG 5H4,FIBRE FPE 930T 10KG 5H4,Sparkford Chemicals Limi
1415890,339648,Fibre FPE 930T ,FIBRE FPE 930T 10KG 5H4,Sparkford Chemicals Limited
1415926,157236,"Sulfuric acid, aluminum salt (3:2), tetradecahydrate (NAM;BI)",Aluminium Sulphate 17% 1000KG,Feralco (UK) Limited
1415926,157236,Aluminium Sulphate 17% 1000KG,Aluminium Sulphate 17% 1000KG,Feralco (UK) Limited
1415926,272413,Aluminium Sulphate Liquid ,ALUMINIUM SULPHATE LIQOUR (8%),Feralco (UK) Limited
1415926,272413,ALUMINIUM SULPHATE LIQOUR (8%),ALUMINIUM SULPHATE LIQOUR (8%),Feralco (UK) Limited
1415947,338763,"Alcohols, C9-11, branched and linear, ethoxylated, sulfates, sodium salts (>1 < 2,5 mol EO) (NAM;BI)",Anilan ES 32 1100KG 31HA1,ANIKEM LIMITED
1415947,338763,Anilan ES 32 1100KG 31HA1,Anilan ES 32 1100KG 31HA1,ANIKEM LIMITED
1415959,268078,CALCINED FLINT ,Calcined Flint 0.5 - 1.0mm 1250KG 13H1,BOUD MINERALS LIMITED
1415959,268078,Calcined Flint 0.5 - 1.0mm 1250KG 13H1,Calcined Flint 0.5 - 1.0mm 1250KG 13H1,BOUD MINERALS LIMITED
1415959,268078,CALCINED FLINT ,CALCINED FLINT 2 - 3 MM 25KG,BOUD MINERALS LIMITED
1415959,268078,CALCINED FLINT ,CALCINED FLINT 1.6 - 2.5 MM 1250KG 13H1,BOUD MINERALS LIMITED
1415959,268078,CALCINED FLINT ,CALCINED FLINT 1.0 - 1.5 MM 1250KG F-IBC,BOUD MINERALS LIMITED
1415959,268078,CALCINED FLINT 1.0 - 1.5 MM 1250KG F-IBC,CALCINED FLINT 1.0 - 1.5 MM 1250KG F-IBC,BOUD MINERALS LIMITED
1415959,268078,CALCINED FLINT ,CALCINED FLINT 1.6 - 2.5 MM,BOUD MINERALS LIMITED
1415959,268078,CALCINED FLINT 1.6 - 2.5 MM,CALCINED FLINT 1.6 - 2.5 MM,BOUD MINERALS LIMITED
1415959,268078,CALCINED FLINT 1.6 - 2.5 MM,CALCINED FLINT 1.6 - 2.5 MM,BOUD MINERALS LIMITED
1415959,268078,CALCINED FLINT ,CALCINED FLINT 2 - 3 MM 1250KG,BOUD MINERALS LIMITED
1415959,268078,CALCINED FLINT 2 - 3 MM 1250KG,CALCINED FLINT 2 - 3 MM 1250KG,BOUD MINERALS LIMITED
1415959,307578,silica sand ,Chelford 30 dry scr. sand,BOUD MINERALS LIMITED
1415959,307578,Chelford 30 dry scr. sand,Chelford 30 dry scr. sand,BOUD MINERALS LIMITED
1415959,339654,Granite ,Red Granite 3mm 1250kg 5H1,BOUD MINERALS LIMITED
1415959,339654,Red Granite 3mm 1250kg 5H1,Red Granite 3mm 1250kg 5H1,BOUD MINERALS LIMITED
1415959,532882,Micronised Feldspar ,Micronised Feldspar 0-15mi. 25KG 5M1,BOUD MINERALS LIMITED
1415959,538610,"Glass, oxide, chemicals ",GLASS BEADS 0-63 MICRON 25KG 5M2,BOUD MINERALS LIMITED
1415959,875341,Quartz (SiO2) particle size > 63 µm (NAM;BI),DKI QUARTZ 2.0-3.0MM 25KG BAG,BOUD MINERALS LIMITED
1415959,875341,Quartz (SiO2) particle size > 63 µm (NAM;BI),DKI QUARTZ 1.2-2MM,BOUD MINERALS LIMITED
1415959,875341,Quartz (SiO2) particle size > 63 µm (NAM;BI),DKI QUARTZ 3-5MM 1250KG F-IBC,BOUD MINERALS LIMITED
1415960,339635,"SILICA SAND (Quartz, SiO2) (NAM;BI)",FLINTAG 4 LYDD 1250KG 13H1,BRETT LANDSCAPING LIMITED
1415965,822403,Baltic Blue Greywacke ,BALTIC BLUE GREYWACKE 1250KG 13H1,Long Rake Spar Co Limited
1415977,227513,SILCOLAPSE 430 200KG 1A1,SILCOLAPSE 430 200KG 1A1,Elkem Silicones (UK) Ltd
1415977,227513,"Siloxanes and Silicones, di-Me ",SILCOLAPSE 430 200KG 1A1,Elkem Silicones (UK) Ltd.
1416107,105775,CALCIUM CARBONATE ,Longcliffe P52,Longcliffe Quarries Ltd
1416107,105775,Longcliffe P52,Longcliffe P52,Longcliffe Quarries Ltd
1416142,375770,CHINESE BAUXITE 0.9-1.4MM 1250KG F-IBC,CHINESE BAUXITE 0.9-1.4MM 1250KG F-IBC,DSF Refractories & Miner
1416142,375770,Bauxite ,CHINESE BAUXITE 0.9-1.4MM 1250KG F-IBC,DSF Refractories & Minerals Limited
1416142,375770,GUYANAN BAUXITE 0.9 - 1.4 1250KG 13H1,GUYANAN BAUXITE 0.9 - 1.4 1250KG 13H1,DSF Refractories & Miner
1416142,375770,Bauxite ,GUYANAN BAUXITE 0.9 - 1.4 1250KG 13H1,DSF Refractories & Minerals Limited
1416142,375770,Guyanan Bauxite 1.4 - 2.5 1250KG 13H4,Guyanan Bauxite 1.4 - 2.5 1250KG 13H4,DSF Refractories & Miner
1416142,375770,Bauxite ,Guyanan Bauxite 1.4 - 2.5 1250KG 13H4,DSF Refractories & Minerals Limited
1416158,321778,Calcium aluminate cement ,CIMENT FONDUE LAFARGE 25KG 5M1,Imerys Aluminates Ltd
1416158,321778,CIMENT FONDUE LAFARGE 25KG 5M1,CIMENT FONDUE LAFARGE 25KG 5M1,Imerys Aluminates Ltd
1416159,51158,Aradur 21 800KG 31HA1,Aradur 21 800KG 31HA1,HUNTSMAN ADVANCED MATERI
1416159,51158,"trimethylhexane-1,6-diamine ",Aradur 21 800KG 31HA1,HUNTSMAN ADVANCED MATERIALS (UK) LT
1416159,238426,ARALDITE GY 783 CH (BD) 1000kg 31H1,ARALDITE GY 783 CH (BD) 1000kg 31H1,HUNTSMAN ADVANCED MATERI
1416159,238426,ARALDITE GY 783 CH ,ARALDITE GY 783 CH (BD) 1000kg 31H1,HUNTSMAN ADVANCED MATERIALS (UK) LT
1416184,238122,Sodium olefin sulphonate (C14-C16) 30% - 60% (NAM;BI),Kemsurf OS38 200KG 1H1,Lankem Limited
1416184,238122,Kemsurf OS38 200KG 1H1,Kemsurf OS38 200KG 1H1,Lankem Limited
1416184,238122,Kemsurf OS38 1000KG 31HA1,Kemsurf OS38 1000KG 31HA1,Lankem Limited
1416184,238122,Sodium olefin sulphonate (C14-C16) 30% - 60% (NAM;BI),Kemsurf OS38 1000KG 31HA1,Lankem Limited
1416233,318716,Calcium sulfate ,Andricite 25kg 5M1,LKAB
1416233,318716,Andricite 25kg 5M1,Andricite 25kg 5M1,LKAB
1416292,307578,Sand 16/30 25kg 5M1,Sand 16/30 25kg 5M1,Minerals Marketing Limit
1416292,307578,silica sand ,Sand 16/30 25kg 5M1,Minerals Marketing Limited
1416292,339679,HIM2 Silica Flour 25KG 5M1,HIM2 Silica Flour 25KG 5M1,Minerals Marketing Limit
1416292,339679,Silicone dioxide (quartz) (NAM;BI),HIM2 Silica Flour 25KG 5M1,Minerals Marketing Limited
1417134,269062,PTSI ,PTSI,VANDEMARK CHEMICAL INC
1417134,269062,PTSI,PTSI,VANDEMARK CHEMICAL INC
1418644,17399,XANTHAN GUM TG 25KG 5M2,XANTHAN GUM TG 25KG 5M2,Stockmeier Chemie Dillen
1418644,17399,Xanthan gum ,XANTHAN GUM TG 25KG 5M2,Stockmeier Chemie Dillenburg
1418644,35396,DESTILLIERTES WASSER CO 1000KG 31HA1,DESTILLIERTES WASSER CO 1000KG 31HA1,Stockmeier Chemie Dillen
1418644,35396,Distilled water ,DESTILLIERTES WASSER CO 1000KG 31HA1,Stockmeier Chemie Dillenburg
1418644,64351,ALUMINIUMHYDROXIDE 25KG BAG,ALUMINIUMHYDROXID 25KG SACK,Stockmeier Chemie Dillen
1418644,64351,Aluminium hydroxide ,ALUMINIUMHYDROXIDE 25KG BAG,Stockmeier Chemie Dillenburg
1418644,64351,Aluminium hydroxide ,ALUMINIUMHYDROXIDE,Stockmeier Chemie Dillenburg
1418644,180592,Citric acid anhydrate powder ,"ZITRONENSÄURE GRIESS, SA 25KG 5H4",Stockmeier Chemie Dillenburg
1418644,322083,TRI-KALIUMCITRAT GRIES 25KG 5M2,TRI-KALIUMCITRAT GRIES 25KG 5M2,Stockmeier Chemie Dillen
1418644,322083,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, tripotassium salt,monohydrate ",TRI-KALIUMCITRAT GRIES 25KG 5M2,Stockmeier Chemie Dillenburg
1418644,403509,"DL MALIC ACID,1X25 KG,JP","DL APFELSÄURE,1X25 KG,JP",Stockmeier Chemie Dillen
1418644,403509,Malic acid ,"DL MALIC ACID,1X25 KG,JP",Stockmeier Chemie Dillenburg
1424986,483300,Powdered Mortar Plasticiser ,"MIX DH 17 GR 0,017KG 5H4",DMB Tomasz Dembczy?ski
1426745,939063,Ammoniaklösung 25%,AMMONIUM SOLUTION AQ. 25%,"PMS INTERNATIONAL, S.L."
142725,22527,IONOL CP,IONOL CP - Less than pallet,PMC SPECIALTIES GROUP IN
1427569,258452,DODECYLDIMETHYLAMINE,DODECYLDIMETHYLAMINE,KAO SPECIALTIES AMERICAS
1427569,258452,DODECYLDIMETHYLAMINE ,DODECYLDIMETHYLAMINE,KAO SPECIALTIES AMERICAS LLC
1427569,258452,DODECYLDIMETHYLAMINE,DODECYLDIMETHYLAMINE,KAO SPECIALTIES AMERICAS
1427569,520272,Mighty 21 PSD ,MIGHTY 21 PSD,KAO SPECIALTIES AMERICAS LLC
1427569,9.6E+11,Mighty 21EG,Mighty 21EG,KAO SPECIALTIES AMERICAS LLC
142956,24103,4-tert-Butylpyrocatechol solid ,TBC 100% solid 10KG 1H2,Pergan Hilfsstoffe für
1437548,268890,LIME HIGH CALCIUM ,LIME HIGH CALCIUM,QUIKRETE COMPANIES INC
1437548,268890,LIME HIGH CALCIUM,LIME HIGH CALCIUM,QUIKRETE COMPANIES INC
143788,549774,RX026116 ETERNACOLL PH-50 ,RX026116 ETERNACOLL PH-50,UBE CHEMICAL EUROPE S.A.
1438070,268700,ATA 5100 LEAFING FLAKE ,ATA 5100 LEAFING FLAKE,QUIMICA OXTOC SA DE CV
1441799,128265,C.I. Pigment Black 11 ,PRINTEX U POWDER,TARGET FOR SPECIAL CHEMICALS
1441799,237646,CALCIUM SULPHATE (ANHYDROUS),CALCIUM SULPHATE (ANHYDROUS),TARGET FOR SPECIAL CHEMI
1441799,237646,Calcium sulfate ,CALCIUM SULPHATE (ANHYDROUS),TARGET FOR SPECIAL CHEMICALS
1441812,250285,WHITE CEMENT,WHITE CEMENT,SPA LAFARGE CIMENT DE M'
1441812,250285,WHITE CEMENT ,WHITE CEMENT,SPA LAFARGE CIMENT DE M'SILA
1441812,338621,CEMENT - OPC,CEMENT - OPC,SPA LAFARGE CIMENT DE M'
1441812,338621,CEMENT - OPC (ORASCOM) (NAM;BI),CEMENT - OPC,SPA LAFARGE CIMENT DE M'SILA
1443203,903130,Portland Cement Skin.Corr.1 only NA ,CEMENT TYPE 1 ESSROC SPEED,/ LEHIGH CEMENT CO LLC
1446361,17434,Caseins ,Technisches Säurekasein 110 Mesh 25KG,Cofermin Chemicals GmbH & Co.KG
1446361,17434,Technisches Säurekasein 110 Mesh 25KG,Technisches Säurekasein 110 Mesh 25KG,Cofermin Chemicals GmbH
1456059,36628,Water ,WATER,Water aouthroty
1456059,36628,WATER,WATER,Water aouthroty
1456930,237651,"Formaldehyde, oligomeric reaction products with 1-chloro-2,3-epoxypropane and phenol ",EPIKOTE RESIN 864 220KG 1A1,OOO Edinaja Torgovaja Systema-M
1456930,247310,Iron Oxide Black HS-722,Iron Oxide Black HS-722,OOO Edinaja Torgovaja Sy
1456930,274524,PLEXTOL X 4002 1000KG 31HA1,PLEXTOL X 4002 1000KG 31HA1,OOO Edinaja Torgovaja Sy
1456930,274524,Aqueous dispersion of a self-crosslinking acrylic polymer based on 1-ethylhexyl acrylate ,PLEXTOL X 4002 1000KG 31HA1,OOO Edinaja Torgovaja Systema-M
1456930,494702,Foamaster MO NDW ,Foamaster MO NDW,OOO Edinaja Torgovaja Systema-M
1456930,911925,LIGAFLUID FS 30 ,LIGAFLUID FS 30,OOO Edinaja Torgovaja Systema-M
1456930,911925,LIGAFLUID FS 30 ,LIGAFLUID FS 30 1000KG 31HA1,OOO Edinaja Torgovaja Systema-M
145829,100941,Phosphoric acid 85% ,PHOSPHORIC ACID 85%,GFS CHEMICALS INC
145829,100941,PHOSPHORIC ACID 85%,PHOSPHORIC ACID 85%,GFS CHEMICALS INC
1459589,259028,SILICA SAND (>63micron) (NAM;BI),LUXOVIT 1.6-2.5 mm 1250KG 13H1,LUXOL A S
1459589,259028,LUXOVIT 1.6-2.5 mm 1250KG 13H1,LUXOVIT 1.6-2.5 mm 1250KG 13H1,LUXOL A S
1459589,259028,SILICA SAND (>63micron) (NAM;BI),LUXOVIT 1.6-2.5 mm 800KG 13H1,LUXOL A S
1459589,259028,SILICA SAND (>63micron) (NAM;BI),LUXOVIT 1.6-2.5 mm 25kg 5M1,LUXOL A S
1459589,259028,LUXOVIT 1.6-2.5 mm 25kg 5M1,LUXOVIT 1.6-2.5 mm 25kg 5M1,LUXOL A S
1459589,259028,LUXOVIT 1.6-2.5 mm 25kg 5M1,LUXOVIT 1.6-2.5 mm 25kg 5M1,LUXOL A S
1459589,268078,CALCINED FLINT ,CALCINED FLINT 1.6 - 2.5 MM 25KG 5H4,LUXOL A S
1459589,268078,CALCINED FLINT 1.6 - 2.5 MM 25KG 5H4,CALCINED FLINT 1.6 - 2.5 MM 25KG 5H4,LUXOL A S
1459589,268078,CALCINED FLINT 1.6 - 2.5 MM 25KG 5H4,CALCINED FLINT 1.6 - 2.5 MM 25KG 5H4,LUXOL A S
1459589,268078,CALCINED FLINT ,Calcined Flint 0.5 - 1.0mm 1250 KG,LUXOL A S
1459589,268078,Calcined Flint 0.5 - 1.0mm 1250 KG,Calcined Flint 0.5 - 1.0mm 25KG 5H4,LUXOL A S
1459589,268078,Calcined Flint 0.5 - 1.0mm 1250 KG,Calcined Flint 0.5 - 1.0mm 25KG 5H4,LUXOL A S
1459589,268078,CALCINED FLINT ,CALCINED FLINT,LUXOL A S
1459589,268078,CALCINED FLINT,CALCINED FLINT,Luxol A/S
1459589,268078,CALCINED FLINT ,CALCINED FLINT 2 - 3 MM 1250KG,LUXOL A S
1459589,268078,CALCINED FLINT 2 - 3 MM 1250KG,CALCINED FLINT 2 - 3 MM 1250KG 13H2,LUXOL A S
1459589,875341,Quartz (SiO2) particle size > 63 µm (NAM;BI),"Luxovit (0,5-1,0) mm 25 kg 25KG DUM",LUXOL A S
1459784,24097,Sucrose ,SUGAR,JEDDAH WAREHOUSE
1459784,78309,Sodium nitrate ,SODIUM NITRATE,JEDDAH WAREHOUSE
1459784,132840,CALFOAM ES-303 ,SODIUM LAURYL ETHER SULFATE,JEDDAH WAREHOUSE
1459784,132872,"Lignosulfonic acid, sodium salt ",DOMSJÖ LIGNIN DS10,JEDDAH WAREHOUSE
1459784,195923,Mergal K14 ,MERGAL K14 1000KG 31HA1,JEDDAH WAREHOUSE
1459784,238816,"Naphthalenesulfonic acids, reaction products with formaldehyde, sodium salts ",SODIUM POLYNAPHTALEN SULPHONATE VND,JEDDAH WAREHOUSE
1459784,258650,Tri-isobutyl phosphate ,TRIISOBUTYL PHOSPHATE... 1000KG 31HA1,JEDDAH WAREHOUSE
1459784,263598,"Syrups, hydrolyzed starch ",LIQUID GLUCOSE 300KG 1A1,JEDDAH WAREHOUSE
1459784,586950,Mergal V698K6 ,MERGAL V698K6 1000KG 31HA1,JEDDAH WAREHOUSE
1459784,734267,Acronal 5400 T ,Acronal 5400 T 1000KG 31HA1,JEDDAH WAREHOUSE
1459784,740551,Xiameter(R) AFE-0700 Antifoam Emulsion (NAM;BI),XIAMETER(R) AFE-0700 1000KG 31HA1,JEDDAH WAREHOUSE
1465544,302091,MICA MU - 101 ,MicaCelia 100L 25KG 5M2,Václav Zedník - MINKO
1465544,302091,MicaCelia 100L 25KG 5M2,MicaCelia 100L 25KG 5M2,Václav Zedník - MINKO
1465544,461971,Mica-group minerals ,GLIMMER MICA CELIA 800W 25KG 5M1,Václav Zedník - MINKO
1466198,17646,Benzyl alcohol ,BENZYL ALCOHOL (EB),Evonik Gulf FZE
1466198,237461,ANCAMINE 1618 ,ANCAMINE 1618,Evonik Gulf FZE
1466198,237461,ANCAMINE 1618,ANCAMINE 1618,Evonik Gulf FZE
1466198,237465,ANCAMINE 2280 CURING AGENT ,ANCAMINE 2280,Evonik Gulf FZE
1466198,237465,ANCAMINE 2280,ANCAMINE 2280,Evonik Gulf FZE
1466198,267918,ANCAMIDE 506 ,ANCAMIDE 506,Evonik Gulf FZE
1466198,267918,ANCAMIDE 506,ANCAMIDE 506,Evonik Gulf FZE
1466198,307533,ANCAMIDE 400 ,Ancamide 400,Evonik Gulf FZE
1466198,307533,Ancamide 400,Ancamide 400,Evonik Gulf FZE
1466198,717524,ANCAMIDE 2445 ,ANCAMIDE 2445 190KG 1A1,Evonik Gulf FZE
1466198,717719,Ancamide 351A ,ANCAMIDE 351 A 190KG 1A1,Evonik Gulf FZE
1466198,822992,ANCAMINE 2806 Curing Agent ,ANCAMINE 2806 195KG 1A1,Evonik Gulf FZE
1466198,902254,TEGO VARIPLUS CA ,TEGO VARIPLUS CA,Evonik Gulf FZE
1468388,135879,CITRIC ACID 50% SOLUTION 1250KG 31HA1,ZITRONENSÄURE 50%IGE LÖSUNG 1250KG 31HA1,Jungbunzlauer Internatio
1468388,135879,Citric acid 50 % ,CITRIC ACID 50% SOLUTION 1250KG 31HA1,Jungbunzlauer International AG
1468388,135879,Citric acid 50 % ,CITRIC ACID 50% SOLUTION,Jungbunzlauer International AG
147133,17327,HDK N20,HDK N20,WACKER CHEMICAL CORPORAT
147133,17327,"Silica, amorphous, fumed, cryst.-free ",HDK N20,WACKER CHEMICAL CORPORATION
147133,237295,VINNAPAS 7034 E,VINNAPAS 7034 E,WACKER CHEMICAL CORPORAT
147133,237295,VINNAPAS 7034 E ,VINNAPAS 7034 E,WACKER CHEMICAL CORPORATION
147133,247545,VINNAPAS 5010 N 25KG 5M1,VINNAPAS 5010 N 25KG 5M1,WACKER CHEMICAL CORPORAT
147133,247545,"Acetic acid ethenyl ester, polymer with ethene ",VINNAPAS 5010 N 25KG 5M1,WACKER CHEMICAL CORPORATION
147133,269179,VINNAPAS 4045E,VINNAPAS 4045E,WACKER CHEMICAL CORPORAT
147133,269179,VINNAPAS 4045E ,VINNAPAS 4045E,WACKER CHEMICAL CORPORATION
147133,315937,VINNAPAS 446 ND,VINNAPAS 446 ND- Totes,WACKER CHEMICAL CORPORAT
147133,315937,VINNAPAS 446 ND ,VINNAPAS 446 ND,WACKER CHEMICAL CORPORATION
147133,530699,SREP BS 45 ,SREP BS 45,WACKER CHEMICAL CORPORATION
147133,568085,Silres BS 1340 ,Silres BS 1340,WACKER CHEMICAL CORPORATION
147133,638464,Copolymer of vinyl acetate and ethylene with mineral additives and protective colloid ,VINNAPAS 5111L 25KG 5M2,WACKER CHEMICAL CORPORATION
147133,786247,Vinnapas 5115 L ,Vinnapas 5115 L,WACKER CHEMICAL CORPORATION
1474049,302071,Experlit EP 150 OM,Experlit EP 150 OM,"PERLIT PRAHA, spol. s r."
1474049,302071,"Perlite, expanded ",Experlit EP 150 OM,"PERLIT PRAHA, spol. s r.o."
1474230,35345,Barium sulfate.,Barium sulfate.,Ankerpoort N.V.
1474230,35345,Barium sulfate ,Barium sulfate.,Ankerpoort N.V.
1475011,68357,"Fatty acids, C16-18, zinc salts, diff. forms ","ZINCUM 5 12,5KG 5M1",A.R.Peißig-Dolder GmbH
1475011,68357,"ZINCUM 5 12,5KG 5M1","ZINKUM 5 12,5KG 5M1",A.R.Peißig-Dolder GmbH
1478625,321682,CLATON HY,CLATON HY (Thixgel B38),Generation Chemicals Egy
1478625,321682,"Quaternary ammonium compounds, bis(hydrogenated tallow alkyl)dimethyl, salts with bentonite (NAM;BI)",CLATON HY,Generation Chemicals Egypt
1479333,24097,Sucrose ,SUGAR (SUGAR SAND),DIVERS FOURNISSEURS
1479333,24097,SUGAR (SUGAR SAND),SUGAR (SUGAR SAND),DIVERS FOURNISSEURS
1479333,237646,Calcium sulfate ,CALCIUM SULPHATE (ANHYDROUS),DIVERS FOURNISSEURS
1479333,237646,CALCIUM SULPHATE (ANHYDROUS),RADDIPLUS BAE,DIVERS FOURNISSEURS
1479333,269106,Sodium gluconate ,SODIUM GLUCONATE,DIVERS FOURNISSEURS
1479333,269106,SODIUM GLUCONATE,SODIUM GLUCONATE,DIVERS FOURNISSEURS
1479333,275160,Calcium Carbonate M-400 ,RX06814A CALCIUM CARBONATE M-400,DIVERS FOURNISSEURS
1479333,275160,RX06814A CALCIUM CARBONATE M-400,RX06814A CALCIUM CARBONATE M-400,DIVERS FOURNISSEURS
1479337,341008,Sodium chloride ,NaCl (TABLE SALT),ETS NATIONALE DE SEL
1479337,341008,NaCl (TABLE SALT),NaCl (TABLE SALT),ETS NATIONALE DE SEL
1479339,24097,Sucrose ,SUGAR (SUGAR SAND),CEVITAL SPA
1479339,24097,SUGAR (SUGAR SAND),SUGAR (SUGAR SAND),CEVITAL SPA
1479339,87845,Molasses ,MOLASSES,CEVITAL SPA
1479339,87845,MOLASSES,MOLASSES,CEVITAL SPA
1479369,87096,Maleic anhydride solid ,ANHYDRIDE MALEICO,PROCHIN ITALIA SRL
1479369,87096,ANHYDRIDE MALEICO,ANIDRIDE MALEICA,PROCHIN ITALIA SRL
1481768,87269,Oleic acid ,ACIDO OLEICO + 4 MOE,GEO SPECIALTY CHEMICALS INC
1481768,171774,Nopco 8034 ,NOPCO 8034,GEO SPECIALTY CHEMICALS INC
1481768,186497,Trimethylolpropane trioleate ,TRIMETHYLOLPROPANE TRIOLEATE,GEO SPECIALTY CHEMICALS INC
1481768,209074,"Blend of liquid hydrocarbons, modified fatty compounds, nonionic emulsifiers with a little silicone ",BREVIOL D NXZ (EB),GEO SPECIALTY CHEMICALS INC
1481768,258317,CALCIUM NAPHTHALENESULFONATE LIQUID ,CALCIUM NAPHTHALENESULFONATE LIQUID,GEO SPECIALTY CHEMICALS INC
1481768,258317,CALCIUM NAPHTHALENESULFONATE LIQUID,CALCIUM NAPHTHALENESULFONATE LIQUID,GEO SPECIALTY CHEMICALS
1481768,266867,Calcium formate ,CALCIUM FORMATE (EB),GEO SPECIALTY CHEMICALS INC
1481768,266867,CALCIUM FORMATE (EB),CALCIUM FORMATE (EB),GEO SPECIALTY CHEMICALS
1481768,268742,BUTYL OLEATE (EB),BUTYL OLEATE (EB),GEO SPECIALTY CHEMICALS
1481768,268742,Butyl oleate ,BUTYL OLEATE (EB),GEO SPECIALTY CHEMICALS INC
1481768,268742,BUTYL OLEATE (EB),BUTYL OLEATE (EB),GEO SPECIALTY CHEMICALS
1481768,268865,GEO FM-PD#1 ,GEO FM PD1,GEO SPECIALTY CHEMICALS INC
1481768,268878,HYONIC NP-4 ,HYONIC NP-4,GEO SPECIALTY CHEMICALS INC
1481768,268878,HYONIC NP-4,HYONIC NP-4,GEO SPECIALTY CHEMICALS
1481768,268937,"CASTOR OIL, HYDROGENATED, ETHOXYLATED ",ETHOXYLATED HYDROGENATED CASTOR OIL,GEO SPECIALTY CHEMICALS INC
1481768,268937,ETHOXYLATED HYDROGENATED CASTOR OIL,ETHOXYLATED HYDROGENATED CASTOR OIL,GEO SPECIALTY CHEMICALS
1481768,269061,"9-OCTADECENOIC ACID (9Z)-, 1-METHYL-1,2-ETHANEDIYL ESTER (NAM;BI)",PROPYLENE GLYCOL DIOLEATE,GEO SPECIALTY CHEMICALS INC
1481768,269061,PROPYLENE GLYCOL DIOLEATE,PROPYLENE GLYCOL DIOLEATE,GEO SPECIALTY CHEMICALS
1481768,269110,SODIUM NAPHTHALENEFORMALDEHYDE SULFONATE CONDENSATE ,SODIUM NAPHTHALENESULFONATE PWD 10 %,GEO SPECIALTY CHEMICALS INC
1481768,269110,SODIUM NAPHTHALENESULFONATE PWD 10 %,SODIUM NAPHTHALENESULFONATE PWD 10 %,GEO SPECIALTY CHEMICALS
1481768,315924,GEO FM LTX 7.27 ,DEFOAMER GEO FM LTX 7.27,GEO SPECIALTY CHEMICALS INC
1481768,315924,DEFOAMER GEO FM LTX 7.27,DEFOAMER GEO FM LTX 7.27,GEO SPECIALTY CHEMICALS
1481768,315924,DEFOAMER GEO FM LTX 7.27,DEFOAMER GEO FM LTX 7.27,GEO SPECIALTY CHEMICALS
1481768,700306,Polyethylene glycol esters ,PEG EMEREST 2661,GEO SPECIALTY CHEMICALS INC
1481773,55672,Polyetheramine T 5000 ,Baxxodur® EC 311 200KG 1A1,PALMER LOGISTICS
1481773,244435,MELMENT F 10 ,"D 202 SLB 25KG 5M1K ""US""",PALMER LOGISTICS
